"gene_set","p.geomean","stat.mean","p.val","q.val","set.size","DCIS_1","DCIS_2","DCIS_3","DCIS_4","DCIS_5","DCIS_6"
"hsa00020 Citrate cycle (TCA cycle)",0.749655073716637,1.03891742686369,0.99375226531394,1,27,0.974284407910889,0.913497475504483,0.325308763492518,0.932761892478286,0.79674944565821,0.824873737095915
"hsa04114 Oocyte meiosis",0.73152992044962,1.07553675554793,0.995578241063055,1,91,0.985982090912411,0.563230037101101,0.368499166350107,0.956134743121311,0.963908036037684,0.81254331101259
"hsa00511 Other glycan degradation",0.837302366849985,1.12322799947452,0.996173226789339,1,13,0.798727180710005,0.778380336133039,0.960080866812631,0.70502250350499,0.886440272556506,0.923726324809072
"hsa00790 Folate biosynthesis",0.828896838533267,1.15089648462573,0.996465370893164,1,10,0.929247614468384,0.902938665201418,0.776278698437683,0.742352190248402,0.689509831779462,0.972848172477563
"hsa04120 Ubiquitin mediated proteolysis",0.75616423121026,1.10943718380842,0.996550807885755,1,112,0.987593902739139,0.765650015903679,0.44879619472048,0.702385409582424,0.992649341554332,0.790073651276166
"hsa04620 Toll-like receptor signaling pathway",0.747208011720303,1.11595235283501,0.9966313132028,1,92,0.645537300317601,0.573419497433978,0.985447704578663,0.577186001694667,0.997032342128334,0.82908050510229
"hsa04146 Peroxisome",0.760558851107285,1.18507566395559,0.998015124014119,1,69,0.98645469853954,0.822566048196567,0.29750066773085,0.927913062025552,0.952165403281796,0.907489049366449
"hsa00240 Pyrimidine metabolism",0.801165416727127,1.22389791546516,0.998551888666764,1,78,0.411441804658638,0.943824114802007,0.897852633432201,0.976809776654115,0.804573948564354,0.965056309751858
"hsa04966 Collecting duct acid secretion",0.867864410267983,1.25907772290101,0.9987311410967,1,22,0.914610378757875,0.914960447232915,0.705198779311579,0.901629896088432,0.828170476865199,0.969646040760222
"hsa00860 Porphyrin and chlorophyll metabolism",0.88014063854292,1.25674902606192,0.998775038527883,1,25,0.917846663371306,0.923525902428487,0.956536534419691,0.860283257120332,0.800966897385529,0.832023569590051
"hsa04110 Cell cycle",0.902622748862131,1.39214116675403,0.999658910118912,1,111,0.923092649633214,0.868590105259863,0.870775045546732,0.98331969863039,0.934385868298772,0.843044507388183
"hsa01040 Biosynthesis of unsaturated fatty acids",0.894182682054201,1.4621832060418,0.999719303892683,1,16,0.951837962368817,0.986631097709084,0.780746617915834,0.953427610521292,0.85036219885179,0.859880148229761
"hsa00500 Starch and sucrose metabolism",0.902289837111389,1.46074384878174,0.99978164919966,1,30,0.953884118369354,0.951832875711863,0.881026972265216,0.914058616019365,0.753768285724239,0.97908176811267
"hsa00510 N-Glycan biosynthesis",0.924442255734943,1.64126981713069,0.999962638715235,1,39,0.969164361625616,0.947036829661132,0.778794620995849,0.909039370387633,0.978188608307748,0.98194280028688
"hsa00520 Amino sugar and nucleotide sugar metabolism",0.916810904378033,1.65679830445818,0.999968765850055,1,42,0.708161021644089,0.979947874299701,0.980222469572817,0.942343971275553,0.968778053961349,0.956280333579473
"hsa04612 Antigen processing and presentation",0.757601782590178,1.88054115561029,0.999996116558457,1,63,0.950828959252392,0.320957905977814,0.999985325416328,0.704255367004836,0.999946854524235,0.879821839253592
"hsa04145 Phagosome",0.922999052148804,1.99667775579023,0.999999374126169,1,132,0.928237630673446,0.763080598468728,0.999959435018593,0.933369387211571,0.996636900977097,0.93843684242532
"hsa03060 Protein export",0.954916505799623,2.11843590247339,0.999999559529001,1,18,0.999055752886681,0.986345283755999,0.948067975777484,0.953785546739737,0.990439575912718,0.85912331355001
"hsa04142 Lysosome",0.971737049700449,2.54161066340292,0.999999999597236,1,108,0.990971664223407,0.937219360161174,0.999995117914616,0.922354668055891,0.999250684800403,0.983602892049191
"hsa03050 Proteasome",0.989058170305942,2.63109892176511,0.999999999789147,1,39,0.999105248926893,0.996495796314629,0.976254717684003,0.989048334911899,0.999436521269337,0.974335262656784
"hsa00190 Oxidative phosphorylation",0.948267484809643,2.84881528969854,0.999999999996721,1,97,0.999965249297388,0.999785070858685,0.733461848963324,0.993951483654515,0.998070800845336,0.999515503877614
"hsa04141 Protein processing in endoplasmic reticulum",0.998940779126914,3.51713082103193,1,1,144,0.999980903743023,0.9999954991382,0.995661764900666,0.999337443411071,0.999189601224231,0.999486211930398
"hsa00061 Fatty acid biosynthesis",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"hsa00072 Synthesis and degradation of ketone bodies",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"hsa00130 Ubiquinone and other terpenoid-quinone biosynthesis",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"hsa00232 Caffeine metabolism",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"hsa00300 Lysine biosynthesis",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"hsa00400 Phenylalanine, tyrosine and tryptophan biosynthesis",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"hsa00430 Taurine and hypotaurine metabolism",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"hsa00460 Cyanoamino acid metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"hsa00471 D-Glutamine and D-glutamate metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"hsa00472 D-Arginine and D-ornithine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"hsa00730 Thiamine metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"hsa00740 Riboflavin metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
"hsa00750 Vitamin B6 metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"hsa00780 Biotin metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"hsa00785 Lipoic acid metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"hsa00920 Sulfur metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
"hsa04122 Sulfur relay system",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
