"gene_set","p.geomean","stat.mean","p.val","q.val","set.size","DCIS_1","DCIS_2","DCIS_3","DCIS_4","DCIS_5","DCIS_6"
"hsa00640 Propanoate metabolism",0.404054529775604,-0.949414818078926,0.989979565846078,1,27,0.0206997017922023,0.988351017367226,0.998812632119349,0.910099588165935,0.243034067814571,0.962774273373644
"hsa00310 Lysine degradation",0.748185465265647,-0.967649917521862,0.991111934563604,1,38,0.99005784055252,0.947632304227654,0.495069387816512,0.705174829885018,0.83076804366492,0.64463297874509
"hsa00071 Fatty acid metabolism",0.710626142063069,-1.00156763505641,0.992922971885411,1,39,0.44728929293816,0.93436553386647,0.997990815825642,0.829608904766099,0.452956545022409,0.821647008708061
"hsa04740 Olfactory transduction",0.68270273898049,-1.07224998577467,0.995686161092391,1,64,0.995296217813309,0.983472363426676,0.461173286380427,0.290833360654657,0.853558059434476,0.903512001124194
"hsa04960 Aldosterone-regulated sodium reabsorption",0.561169983060106,-1.11376259598525,0.99681546858633,1,39,0.955002788131723,0.873006586607231,0.427986863860718,0.997412690105357,0.995117308695456,0.0881789303897172
"hsa04530 Tight junction",0.801451429412973,-1.14240656112419,0.997431485942675,1,116,0.880186282698488,0.965277510454574,0.504972542633927,0.809775098269345,0.986964939529992,0.772863070162322
"hsa04514 Cell adhesion molecules (CAMs)",0.0988364841040653,-1.18699427687279,0.998178524781494,1,114,0.948085620875527,0.999999058360073,1.15550590350473e-06,0.902859083488084,0.94784348507823,0.994323735921268
"hsa00590 Arachidonic acid metabolism",0.744833326136362,-1.19757167102523,0.998323855227254,1,46,0.995226689426755,0.949424566187269,0.333017718496531,0.975452492608648,0.660237362227525,0.842555582647217
"hsa04710 Circadian rhythm - mammal",0.787243765560575,-1.21011231730767,0.998482436533964,1,21,0.588190343662328,0.862313439628351,0.938377759424312,0.999323805850716,0.822901153021222,0.608192029959784
"hsa04520 Adherens junction",0.771669118041235,-1.22238949748777,0.998624310156492,1,70,0.296182211397705,0.953781718425468,0.936000092474282,0.970205605510201,0.954548141277973,0.862265974445411
"hsa04630 Jak-STAT signaling pathway",0.799316309404321,-1.29954006635536,0.999271740482603,1,130,0.992122948413504,0.991554867052946,0.466893833438065,0.930398915286242,0.840686496267586,0.725952819288781
"hsa04340 Hedgehog signaling pathway",0.884349714026595,-1.36136032715356,0.999572947699237,1,45,0.951508061114337,0.971349750683956,0.837329548383316,0.739273515842066,0.971182651856912,0.860901871608782
"hsa04670 Leukocyte transendothelial migration",0.644184494247916,-1.38515818857381,0.999654254445885,1,104,0.990428612259595,0.998726267884643,0.116423527849233,0.978967661125019,0.664302268663983,0.954151011120832
"hsa04971 Gastric acid secretion",0.767660241320186,-1.40590206383533,0.999713139279318,1,64,0.981565042062752,0.9492421530196,0.928988061839464,0.864439914348687,0.996942887012355,0.274348738063561
"hsa04810 Regulation of actin cytoskeleton",0.846344130807224,-1.45099161513433,0.999810426737504,1,187,0.828522801412345,0.990513639232201,0.570429443635096,0.909167479778202,0.997378652445836,0.865787079228357
"hsa04916 Melanogenesis",0.84720023283004,-1.51479577937212,0.999896565341352,1,89,0.515303517956372,0.997649273980142,0.980666063192919,0.853792435195879,0.971816971907667,0.883929182562237
"hsa04640 Hematopoietic cell lineage",0.460552028820999,-1.55040931157178,0.999926980983205,1,78,0.99997849940737,0.999331964106913,0.0160420436585127,0.992816818340611,0.668676692071033,0.896657845758029
"hsa00410 beta-Alanine metabolism",0.810485216960398,-1.60265930923389,0.999956760617018,1,20,0.468850098939332,0.996783099048905,0.992644553709613,0.952981689583697,0.645355625153947,0.993478536989076
"hsa04310 Wnt signaling pathway",0.763981905324312,-1.75014555292493,0.999990943401217,1,133,0.297244817478507,0.999679177364403,0.992252401462948,0.968325763353808,0.997625570866783,0.698091387456175
"hsa00982 Drug metabolism - cytochrome P450",0.902096505542718,-1.82083972013508,0.999995904468266,1,49,0.821156338286682,0.991423381611272,0.932413572801658,0.998597783693689,0.994954943006689,0.714546338145529
"hsa04360 Axon guidance",0.921411613530082,-1.83734852743452,0.99999661136809,1,110,0.806966948598097,0.99685550261749,0.980132936381237,0.850777945726002,0.998486560661272,0.913672813065396
"hsa04512 ECM-receptor interaction",0.101063236080741,-1.96215971363695,0.999999231214856,1,77,3.60083308632239e-06,0.99643028142899,0.999999999961861,0.502263921616864,0.591258383105956,0.999999999995637
"hsa04540 Gap junction",0.92187993874737,-1.96944072842656,0.999999296903457,1,84,0.799935742534061,0.999840022549784,0.964142746483418,0.969068448583166,0.997274067263646,0.82366431042592
"hsa04020 Calcium signaling pathway",0.977588458219874,-2.2540816051438,0.999999983179732,1,159,0.995470425176871,0.997817015399726,0.964869638021842,0.941587114269895,0.997526605143662,0.969624299787056
"hsa03010 Ribosome",0.618710227986162,-3.73186965297337,1,1,38,0.999999998872676,0.0561858910373299,0.998661056237053,0.999999996697805,0.999720020875029,0.999999995459579
"hsa04270 Vascular smooth muscle contraction",0.92245270990786,-3.39087303490093,1,1,102,0.617992623293822,0.999995664614679,0.998924197799095,0.998047814269556,0.999999369917159,0.999999194387846
"hsa04510 Focal adhesion",0.643147996536609,-3.69710598256754,1,1,190,0.0758272567794475,0.99999999752168,0.999999999999698,0.934585645535111,0.998667868637852,0.999999999289902
"hsa00061 Fatty acid biosynthesis",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"hsa00072 Synthesis and degradation of ketone bodies",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"hsa00130 Ubiquinone and other terpenoid-quinone biosynthesis",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"hsa00232 Caffeine metabolism",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"hsa00300 Lysine biosynthesis",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"hsa00400 Phenylalanine, tyrosine and tryptophan biosynthesis",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"hsa00430 Taurine and hypotaurine metabolism",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"hsa00460 Cyanoamino acid metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"hsa00471 D-Glutamine and D-glutamate metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"hsa00472 D-Arginine and D-ornithine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"hsa00730 Thiamine metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"hsa00740 Riboflavin metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
"hsa00750 Vitamin B6 metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"hsa00780 Biotin metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"hsa00785 Lipoic acid metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"hsa00920 Sulfur metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
"hsa04122 Sulfur relay system",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
